WKT,OBJECTID,NAME,RT,DIR,FORWARD,mile_numbe,LOCATION,TOWNSHIP,COUNTY,MDOT_TSC,REGION,GARAGE,DATE_,POST_ID,MARKER_ID,DUPE,PR,MP
"MULTIPOINT (-82.832640755055991 42.658614447628231)",2794,West I-94 - Mile 242.2,I-94,W,Reverse,     242.199999999999989,,CHESTERFIELD TWP,MACOMB,MACOMB-ST.CLAIR,METRO,CRC MACOMB,04/08/11,928,1387,0,798502,      16.539000000000001
"MULTIPOINT (-84.539159591784852 42.65983179579338)",2795,East I-96 - Mile 104,I-96,E,Forward,     104.000000000000000,,LANSING,INGHAM,LANSING,UNIVERSITY,MDOT GRAND LEDGE,03/31/11,3608,4067,0,337304,       3.316000000000000
"MULTIPOINT (-84.558374524518257 42.660037763281572)",2796,East I-96 - Mile 103,I-96,E,Forward,     103.000000000000000,,LANSING,INGHAM,LANSING,UNIVERSITY,MDOT GRAND LEDGE,03/31/11,3607,4066,0,337304,       2.312000000000000
"MULTIPOINT (-84.539543664016193 42.660018848328022)",2797,West I-96 - Mile 104,I-96,W,Reverse,     104.000000000000000,,LANSING,INGHAM,LANSING,UNIVERSITY,MDOT GRAND LEDGE,03/15/11,3455,3914,0,337310,       3.296000000000000
"MULTIPOINT (-84.558534411224741 42.660301597618783)",2798,West I-96 - Mile 103,I-96,W,Reverse,     103.000000000000000,,LANSING,INGHAM,LANSING,UNIVERSITY,MDOT GRAND LEDGE,03/15/11,3456,3915,0,337310,       2.304000000000000
"MULTIPOINT (-83.240870700129449 42.660930943301814)",2799,North/South I-75 - Mile 78.8,I-75,S,Reverse,      78.799999999999997,,AUBURN HILLS,OAKLAND,OAKLAND,METRO,CRC OAKLAND,04/04/11,573,60,2,646106,      19.962000000000000
"MULTIPOINT (-83.240518117226856 42.660970114332407)",2800,North/South I-75 - Mile 78.8,I-75,N,Forward,      78.799999999999997,,AUBURN HILLS,OAKLAND,OAKLAND,METRO,CRC OAKLAND,04/04/11,573,1032,1,647308,      19.893999999999998
"MULTIPOINT (-82.830677895091839 42.661255920314559)",2801,East I-94 - Mile 242.4,I-94,E,Forward,     242.400000000000006,,CHESTERFIELD TWP,MACOMB,MACOMB-ST.CLAIR,METRO,CRC MACOMB,04/08/11,857,1316,0,798501,      16.692000000000000
"MULTIPOINT (-82.831023850693882 42.661271467973485)",2802,West I-94 - Mile 242.4,I-94,W,Reverse,     242.400000000000006,,CHESTERFIELD TWP,MACOMB,MACOMB-ST.CLAIR,METRO,CRC MACOMB,04/08/11,927,1386,0,798502,      16.739999999999998
"MULTIPOINT (-83.014333753476095 42.661312612463071)",2803,North M-53 - Mile 20.0,M-53,N,Forward,      20.000000000000000,,SHELBY TWP,MACOMB,MACOMB-ST.CLAIR,METRO,CRC MACOMB,03/30/11,384,843,0,4210208,       8.211000000000000
"MULTIPOINT (-83.014692539663272 42.661324214762608)",2804,South M-53 - Mile 20.0,M-53,S,Reverse,      20.000000000000000,,SHELBY TWP,MACOMB,MACOMB-ST.CLAIR,METRO,CRC MACOMB,03/30/11,426,885,0,813706,       8.224000000000000
"MULTIPOINT (-84.577589189000818 42.663028616396836)",2805,East I-96 - Mile 102,I-96,E,Forward,     102.000000000000000,,LANSING,INGHAM,LANSING,UNIVERSITY,MDOT GRAND LEDGE,03/31/11,3606,4065,0,337304,       1.312000000000000
"MULTIPOINT (-84.577730537767707 42.663268055775553)",2806,West I-96 - Mile 102,I-96,W,Reverse,     102.000000000000000,,LANSING,INGHAM,LANSING,UNIVERSITY,MDOT GRAND LEDGE,03/15/11,3457,3916,0,337310,       1.305000000000000
"MULTIPOINT (-82.829105493493472 42.663858662425753)",2807,East I-94 - Mile 242.6,I-94,E,Forward,     242.599999999999994,,CHESTERFIELD TWP,MACOMB,MACOMB-ST.CLAIR,METRO,CRC MACOMB,04/08/11,858,1317,0,798501,      16.888999999999999
"MULTIPOINT (-83.241283464014913 42.66381407875307)",2808,North/South I-75 - Mile 79.0,I-75,S,Reverse,      79.000000000000000,,AUBURN HILLS,OAKLAND,OAKLAND,METRO,CRC OAKLAND,04/04/11,574,61,2,646106,      20.161999999999999
"MULTIPOINT (-83.240927670564801 42.663844903996868)",2809,North/South I-75 - Mile 79.0,I-75,N,Forward,      79.000000000000000,,AUBURN HILLS,OAKLAND,OAKLAND,METRO,CRC OAKLAND,04/04/11,574,1033,1,647308,      20.093000000000000
"MULTIPOINT (-82.82943802704095 42.663875360245463)",2810,West I-94 - Mile 242.6,I-94,W,Reverse,     242.599999999999994,,CHESTERFIELD TWP,MACOMB,MACOMB-ST.CLAIR,METRO,CRC MACOMB,04/08/11,926,1385,0,798502,      16.937000000000001
"MULTIPOINT (-83.014435557904804 42.664208405065352)",2811,North M-53 - Mile 20.2,M-53,N,Forward,      20.199999999999999,,SHELBY TWP,MACOMB,MACOMB-ST.CLAIR,METRO,CRC MACOMB,03/30/11,385,844,0,4210208,       8.411000000000000
"MULTIPOINT (-83.014793337111144 42.664249513925128)",2812,South M-53 - Mile 20.2,M-53,S,Reverse,      20.199999999999999,,SHELBY TWP,MACOMB,MACOMB-ST.CLAIR,METRO,CRC MACOMB,03/30/11,425,884,0,813706,       8.426000000000000
"MULTIPOINT (-84.52079530665182 42.664991092179129)",2813,East I-96 - Mile 105,I-96,E,Forward,     105.000000000000000,,DELHI TWP,INGHAM,LANSING,UNIVERSITY,MDOT GRAND LEDGE,03/31/11,3609,4068,0,337304,       4.317000000000000
"MULTIPOINT (-84.271831518571943 42.665143726438977)",2814,East I-96 - Mile 118,I-96,E,Forward,     118.000000000000000,,WHEATFIELD TWP,INGHAM,LANSING,UNIVERSITY,MDOT WILLIAMSTON,03/15/11,3394,3853,0,337304,      17.303000000000001
"MULTIPOINT (-84.21315458955786 42.665274409848152)",2815,East I-96 - Mile 121,I-96,E,Forward,     121.000000000000000,,LEROY TWP,INGHAM,LANSING,UNIVERSITY,MDOT WILLIAMSTON,03/15/11,3397,3856,0,337304,      20.297000000000001
"MULTIPOINT (-84.52120039631231 42.665173938798787)",2816,West I-96 - Mile 105,I-96,W,Reverse,     105.000000000000000,,DELHI TWP,INGHAM,LANSING,UNIVERSITY,MDOT GRAND LEDGE,03/15/11,3454,3913,0,337310,       4.296000000000000
"MULTIPOINT (-84.596918227894918 42.66540232025023)",2817,East I-96 - Mile 101,I-96,E,Forward,     101.000000000000000,,LANSING,INGHAM,LANSING,UNIVERSITY,MDOT GRAND LEDGE,03/31/11,3605,4064,0,337304,       0.313000000000000
"MULTIPOINT (-84.291534733476311 42.665411262229512)",2818,East I-96 - Mile 117,I-96,E,Forward,     117.000000000000000,,WHEATFIELD TWP,INGHAM,LANSING,UNIVERSITY,MDOT WILLIAMSTON,03/15/11,3393,3852,0,337304,      16.300000000000001
"MULTIPOINT (-84.616578751410202 42.665569817696451)",2819,East I-96 - Mile 100,I-96,E,Forward,     100.000000000000000,,WINDSOR TWP,EATON,LANSING,UNIVERSITY,MDOT GRAND LEDGE,03/31/11,3604,4063,0,567905,       8.913000000000000
"MULTIPOINT (-84.636063369861048 42.665587683454142)",2820,East I-96 - Mile 99,I-96,E,Forward,      99.000000000000000,,WINDSOR TWP,EATON,LANSING,UNIVERSITY,MDOT GRAND LEDGE,03/31/11,3603,4062,0,567905,       7.921000000000000
"MULTIPOINT (-84.330680877631721 42.665619833573771)",2821,East I-96 - Mile 115,I-96,E,Forward,     115.000000000000000,,WHEATFIELD TWP,INGHAM,LANSING,UNIVERSITY,MDOT WILLIAMSTON,03/15/11,3391,3850,0,337304,      14.305999999999999
"MULTIPOINT (-84.311116366382763 42.665658857701828)",2822,East I-96 - Mile 116,I-96,E,Forward,     116.000000000000000,,WHEATFIELD TWP,INGHAM,LANSING,UNIVERSITY,MDOT WILLIAMSTON,03/15/11,3392,3851,0,337304,      15.302000000000000
"MULTIPOINT (-84.21305150761701 42.665646709426042)",2823,West I-96 - Mile 121,I-96,W,Reverse,     121.000000000000000,,LEROY TWP,INGHAM,LANSING,UNIVERSITY,MDOT WILLIAMSTON,03/15/11,3402,3861,0,337310,      20.315000000000001
"MULTIPOINT (-84.597165849206561 42.66568532511539)",2824,West I-96 - Mile 101,I-96,W,Reverse,     101.000000000000000,,LANSING,INGHAM,LANSING,UNIVERSITY,MDOT GRAND LEDGE,03/15/11,3458,3917,0,337310,       0.300000000000000
"MULTIPOINT (-84.272106412278404 42.665692030114919)",2825,West I-96 - Mile 118,I-96,W,Reverse,     118.000000000000000,,WHEATFIELD TWP,INGHAM,LANSING,UNIVERSITY,MDOT WILLIAMSTON,03/15/11,3441,3900,0,337310,      17.303000000000001
"MULTIPOINT (-84.252256477815038 42.665816560879939)",2826,East I-96 - Mile 119,I-96,E,Forward,     119.000000000000000,,LEROY TWP,INGHAM,LANSING,UNIVERSITY,MDOT WILLIAMSTON,03/15/11,3395,3854,0,337304,      18.300999999999998
"MULTIPOINT (-84.616534161282345 42.665788227269651)",2827,West I-96 - Mile 100,I-96,W,Reverse,     100.000000000000000,,WINDSOR TWP,EATON,LANSING,UNIVERSITY,MDOT GRAND LEDGE,03/15/11,3459,3918,0,567906,       8.877000000000001
"MULTIPOINT (-84.636242936040659 42.665912643152012)",2828,West I-96 - Mile 99,I-96,W,Reverse,      99.000000000000000,,WINDSOR TWP,EATON,LANSING,UNIVERSITY,MDOT GRAND LEDGE,03/15/11,3460,3919,0,567906,       7.873000000000000
"MULTIPOINT (-84.291635437487471 42.665952134398843)",2829,West I-96 - Mile 117,I-96,W,Reverse,     117.000000000000000,,WHEATFIELD TWP,INGHAM,LANSING,UNIVERSITY,MDOT WILLIAMSTON,03/15/11,3442,3901,0,337310,      16.308000000000000
"MULTIPOINT (-84.232613981509772 42.666075869738222)",2830,East I-96 - Mile 120,I-96,E,Forward,     120.000000000000000,,LEROY TWP,INGHAM,LANSING,UNIVERSITY,MDOT WILLIAMSTON,03/15/11,3396,3855,0,337304,      19.302000000000000
"MULTIPOINT (-84.330906174957292 42.666173463596706)",2831,West I-96 - Mile 115,I-96,W,Reverse,     115.000000000000000,,WHEATFIELD TWP,INGHAM,LANSING,UNIVERSITY,MDOT WILLIAMSTON,03/15/11,3444,3903,0,337310,      14.308000000000000
"MULTIPOINT (-84.311260759950585 42.666216293105656)",2832,West I-96 - Mile 116,I-96,W,Reverse,     116.000000000000000,,WHEATFIELD TWP,INGHAM,LANSING,UNIVERSITY,MDOT WILLIAMSTON,03/15/11,3443,3902,0,337310,      15.308999999999999
"MULTIPOINT (-84.232810976583664 42.666328940393356)",2833,West I-96 - Mile 120,I-96,W,Reverse,     120.000000000000000,,LEROY TWP,INGHAM,LANSING,UNIVERSITY,MDOT WILLIAMSTON,03/15/11,3439,3898,0,337310,      19.306000000000001
"MULTIPOINT (-84.252421387066008 42.666365969601742)",2834,West I-96 - Mile 119,I-96,W,Reverse,     119.000000000000000,,LEROY TWP,INGHAM,LANSING,UNIVERSITY,MDOT WILLIAMSTON,03/15/11,3440,3899,0,337310,      18.306999999999999
"MULTIPOINT (-82.827445926294118 42.666538998532495)",2835,East I-94 - Mile 242.8,I-94,E,Forward,     242.800000000000011,,CHESTERFIELD TWP,MACOMB,MACOMB-ST.CLAIR,METRO,CRC MACOMB,04/08/11,859,1318,0,798501,      17.091999999999999
"MULTIPOINT (-83.241367298799446 42.666581107236752)",2836,North/South I-75 - Mile 79.2,I-75,S,Reverse,      79.200000000000003,,AUBURN HILLS,OAKLAND,OAKLAND,METRO,CRC OAKLAND,04/04/11,575,62,2,646106,      20.353000000000002
"MULTIPOINT (-83.241011710232783 42.66657960732411)",2837,North/South I-75 - Mile 79.2,I-75,N,Forward,      79.200000000000003,,AUBURN HILLS,OAKLAND,OAKLAND,METRO,CRC OAKLAND,04/04/11,575,1034,1,647308,      20.282000000000000
"MULTIPOINT (-82.827805707117534 42.666559103201443)",2838,West I-94 - Mile 242.8,I-94,W,Reverse,     242.800000000000011,,CHESTERFIELD TWP,MACOMB,MACOMB-ST.CLAIR,METRO,CRC MACOMB,04/08/11,925,1384,0,798502,      17.140000000000001
"MULTIPOINT (-83.014541460727315 42.66707667154558)",2839,North M-53 - Mile 20.4,M-53,N,Forward,      20.399999999999999,,SHELBY TWP,MACOMB,MACOMB-ST.CLAIR,METRO,CRC MACOMB,03/30/11,387,846,0,4210208,       8.609000000000000
"MULTIPOINT (-84.682508839755698 42.667135483091748)",2840,South I-69 - Mile 71,I-69,S,Reverse,      71.000000000000000,,WINDSOR TWP,EATON,LANSING,UNIVERSITY,MDOT CHARLOTTE,03/29/11,3588,4047,0,565701,      23.702999999999999
"MULTIPOINT (-85.66155293295958 42.667144453110801)",2841,North US-131 - Mile 64,US-131,N,Forward,      64.000000000000000,S OF 135TH AVE,WAYLAND TWP,ALLEGAN,KALAMAZOO,SOUTHWEST,MDOT PLAINWELL,10/06/09,2489,2948,0,788506,      17.119000000000000
"MULTIPOINT (-85.66178720056935 42.667173585542109)",2842,South US-131 - Mile 64,US-131,S,Reverse,      64.000000000000000,S OF 135TH AVE,WAYLAND TWP,ALLEGAN,KALAMAZOO,SOUTHWEST,MDOT PLAINWELL,10/06/09,2580,3039,0,788505,      17.122000000000000
"MULTIPOINT (-84.47754308991847 42.667326294095282)",2843,South US-127 - Mile 72,US-127,S,Reverse,      72.000000000000000,,ALAIEDON TWP,INGHAM,LANSING,UNIVERSITY,MDOT GRAND LEDGE,03/29/11,3563,4022,0,354206,      17.536000000000001
"MULTIPOINT (-84.682041622244284 42.667480241908969)",2844,North I-69 - Mile 71,I-69,N,Forward,      71.000000000000000,,WINDSOR TWP,EATON,LANSING,UNIVERSITY,MDOT CHARLOTTE,01/19/11,2899,3358,0,566401,      23.710000000000001
"MULTIPOINT (-84.350260356590965 42.667745690353776)",2845,East I-96 - Mile 114,I-96,E,Forward,     114.000000000000000,,WHEATFIELD TWP,INGHAM,LANSING,UNIVERSITY,MDOT WILLIAMSTON,03/15/11,3390,3849,0,337304,      13.298000000000000
"MULTIPOINT (-84.477350815416287 42.667893422576157)",2846,North US-127 - Mile 72,US-127,N,Forward,      72.000000000000000,,ALAIEDON TWP,INGHAM,LANSING,UNIVERSITY,MDOT GRAND LEDGE,03/29/11,3574,4033,0,354209,      17.594999999999999
"MULTIPOINT (-84.350097928029982 42.668166232663296)",2847,West I-96 - Mile 114,I-96,W,Reverse,     114.000000000000000,,WHEATFIELD TWP,INGHAM,LANSING,UNIVERSITY,MDOT WILLIAMSTON,03/15/11,3445,3904,0,337310,      13.321000000000000
"MULTIPOINT (-86.170686748806972 42.669198312893066)",2848,North I-196 - Mile 40,I-196,N,Forward,      40.000000000000000,"S OF A-2, BLUE STAR HWY",SAUGATUCK TWP,ALLEGAN,KALAMAZOO,SOUTHWEST,MDOT FENNVILLE,09/23/09,2478,2937,0,784007,      18.544000000000000
"MULTIPOINT (-82.826149016106356 42.669262493040129)",2849,West I-94 - Mile 243.0,I-94,W,Reverse,     243.000000000000000,,CHESTERFIELD TWP,MACOMB,MACOMB-ST.CLAIR,METRO,CRC MACOMB,04/08/11,924,1383,0,798502,      17.344999999999999
"MULTIPOINT (-86.171439258769809 42.66932993095466)",2850,South I-196 - Mile 40,I-196,S,Reverse,      40.000000000000000,"S OF A-2, BLUE STAR HWY",SAUGATUCK TWP,ALLEGAN,KALAMAZOO,SOUTHWEST,MDOT FENNVILLE,09/23/09,2739,3198,0,784008,      18.541000000000000
"MULTIPOINT (-83.241372329197972 42.669504032217844)",2851,North/South I-75 - Mile 79.4,I-75,S,Reverse,      79.400000000000006,,AUBURN HILLS,OAKLAND,OAKLAND,METRO,CRC OAKLAND,04/04/11,576,63,2,646106,      20.553999999999998
"MULTIPOINT (-83.241030421435994 42.669514601037228)",2852,North/South I-75 - Mile 79.4,I-75,N,Forward,      79.400000000000006,,AUBURN HILLS,OAKLAND,OAKLAND,METRO,CRC OAKLAND,04/04/11,576,1035,1,647308,      20.484999999999999
"MULTIPOINT (-83.014654386525962 42.670010386621989)",2853,North M-53 - Mile 20.6,M-53,N,Forward,      20.600000000000001,,SHELBY TWP,MACOMB,MACOMB-ST.CLAIR,METRO,CRC MACOMB,03/30/11,388,847,0,4210208,       8.811000000000000
"MULTIPOINT (-83.015009368906973 42.670029765292888)",2854,South M-53 - Mile 20.6,M-53,S,Reverse,      20.600000000000001,,SHELBY TWP,MACOMB,MACOMB-ST.CLAIR,METRO,CRC MACOMB,03/30/11,424,883,0,813706,       8.824999999999999
"MULTIPOINT (-83.759766727873924 42.671208068283654)",2855,South US-23 - Mile 70,US-23,S,Reverse,      70.000000000000000,,HARTLAND TWP,LIVINGSTON,BRIGHTON,UNIVERSITY,MDOT BRIGHTON,03/03/11,3356,3815,0,932002,      17.353000000000002
"MULTIPOINT (-84.503391542139511 42.671512776493977)",2856,East I-96 - Mile 106,I-96,E,Forward,     106.000000000000000,,DELHI TWP,INGHAM,LANSING,UNIVERSITY,MDOT GRAND LEDGE,03/31/11,3610,4069,0,337304,       5.312000000000000
"MULTIPOINT (-83.759447674258865 42.671416991289767)",2857,North US-23 - Mile 70,US-23,N,Forward,      70.000000000000000,,HARTLAND TWP,LIVINGSTON,BRIGHTON,UNIVERSITY,MDOT BRIGHTON,03/03/11,3314,3773,0,931510,      17.382999999999999
"MULTIPOINT (-84.503826117565097 42.671599966469046)",2858,West I-96 - Mile 106,I-96,W,Reverse,     106.000000000000000,,LANSING,INGHAM,LANSING,UNIVERSITY,MDOT GRAND LEDGE,03/15/11,3453,3912,0,337310,       5.287000000000000
"MULTIPOINT (-82.824062260667446 42.671744112164347)",2859,East I-94 - Mile 243.2,I-94,E,Forward,     243.199999999999989,,CHESTERFIELD TWP,MACOMB,MACOMB-ST.CLAIR,METRO,CRC MACOMB,04/08/11,860,1319,0,798501,      17.491000000000000
"MULTIPOINT (-84.36908651534921 42.671919409218781)",2860,East I-96 - Mile 113,I-96,E,Forward,     113.000000000000000,,ALAIEDON TWP,INGHAM,LANSING,UNIVERSITY,MDOT WILLIAMSTON,03/15/11,3389,3848,0,337304,      12.297000000000001
"MULTIPOINT (-82.824382825604445 42.671841879355256)",2861,West I-94 - Mile 243.2,I-94,W,Reverse,     243.199999999999989,,CHESTERFIELD TWP,MACOMB,MACOMB-ST.CLAIR,METRO,CRC MACOMB,04/08/11,923,1382,0,798502,      17.545000000000002
"MULTIPOINT (-84.368988218784466 42.672163794427433)",2862,West I-96 - Mile 113,I-96,W,Reverse,     113.000000000000000,,ALAIEDON TWP,INGHAM,LANSING,UNIVERSITY,MDOT WILLIAMSTON,03/15/11,3446,3905,0,337310,      12.320000000000000
"MULTIPOINT (-83.24138045530178 42.672612402425834)",2863,North/South I-75 - Mile 79.6,I-75,S,Reverse,      79.599999999999994,,AUBURN HILLS,OAKLAND,OAKLAND,METRO,CRC OAKLAND,04/04/11,577,64,2,646106,      20.768999999999998
"MULTIPOINT (-83.241024669278133 42.672616429107769)",2864,North/South I-75 - Mile 79.6,I-75,N,Forward,      79.599999999999994,,AUBURN HILLS,OAKLAND,OAKLAND,METRO,CRC OAKLAND,04/04/11,577,1036,1,647308,      20.699000000000002
"MULTIPOINT (-83.015094408213258 42.672876487908383)",2865,South M-53 - Mile 20.8,M-53,S,Reverse,      20.800000000000001,,SHELBY TWP,MACOMB,MACOMB-ST.CLAIR,METRO,CRC MACOMB,03/30/11,423,882,0,813706,       9.022000000000000
"MULTIPOINT (-83.014761783275745 42.67303437769268)",2866,North M-53 - Mile 20.8,M-53,N,Forward,      20.800000000000001,,SHELBY TWP,MACOMB,MACOMB-ST.CLAIR,METRO,CRC MACOMB,03/30/11,386,845,0,4210208,       9.020000000000000
"MULTIPOINT (-84.494719813438991 42.673363515154591)",2867,South US-127 - Mile 73,US-127,S,Reverse,      73.000000000000000,,DELHI TWP,INGHAM,LANSING,UNIVERSITY,MDOT GRAND LEDGE,03/29/11,3562,4021,0,354206,      18.552000000000000
"MULTIPOINT (-84.388458583042194 42.673462633794706)",2868,East I-96 - Mile 112,I-96,E,Forward,     112.000000000000000,,ALAIEDON TWP,INGHAM,LANSING,UNIVERSITY,MDOT WILLIAMSTON,03/15/11,3388,3847,0,337304,      11.297000000000001
"MULTIPOINT (-82.821426729653496 42.673743428345489)",2869,East I-94 - Mile 243.4,I-94,E,Forward,     243.400000000000006,,CHESTERFIELD TWP,MACOMB,MACOMB-ST.CLAIR,METRO,CRC MACOMB,04/08/11,861,1320,0,798501,      17.684000000000001
"MULTIPOINT (-84.494401835606595 42.67369794281268)",2870,North US-127 - Mile 71,US-127,N,Forward,      71.000000000000000,,DELHI TWP,INGHAM,LANSING,UNIVERSITY,MDOT GRAND LEDGE,03/29/11,3575,4034,0,354209,      18.600000000000001
"MULTIPOINT (-82.821625381162548 42.673969583436211)",2871,West I-94 - Mile 243.4,I-94,W,Reverse,     243.400000000000006,,CHESTERFIELD TWP,MACOMB,MACOMB-ST.CLAIR,METRO,CRC MACOMB,04/08/11,922,1381,0,798502,      17.748999999999999
"MULTIPOINT (-84.650786109180459 42.67421364619991)",2872,East I-96 - Mile 98,I-96,E,Forward,      98.000000000000000,,WINDSOR TWP,EATON,LANSING,UNIVERSITY,MDOT GRAND LEDGE,03/31/11,3602,4061,0,567905,       6.928000000000000
"MULTIPOINT (-84.649389050490512 42.675298575289879)",2873,West I-96 - Mile 98,I-96,W,Reverse,      98.000000000000000,,WINDSOR TWP,EATON,LANSING,UNIVERSITY,MDOT GRAND LEDGE,03/15/11,3461,3920,0,567906,       6.910000000000000
"MULTIPOINT (-83.241379235679787 42.675555222799403)",2874,North/South I-75 - Mile 79.8,I-75,S,Reverse,      79.799999999999997,,AUBURN HILLS,OAKLAND,OAKLAND,METRO,CRC OAKLAND,04/04/11,578,65,2,646106,      20.972000000000001
"MULTIPOINT (-83.241023487915598 42.675555841436491)",2875,North/South I-75 - Mile 79.8,I-75,N,Forward,      79.799999999999997,,AUBURN HILLS,OAKLAND,OAKLAND,METRO,CRC OAKLAND,04/04/11,578,1037,1,647308,      20.902000000000001
"MULTIPOINT (-82.818342076625044 42.675656528042111)",2876,East I-94 - Mile 243.6,I-94,E,Forward,     243.599999999999994,,CHESTERFIELD TWP,MACOMB,MACOMB-ST.CLAIR,METRO,CRC MACOMB,04/08/11,862,1321,0,798501,      17.888999999999999
"MULTIPOINT (-84.388066844753922 42.675614199509482)",2877,West I-96 - Mile 112,I-96,W,Reverse,     112.000000000000000,,ALAIEDON TWP,INGHAM,LANSING,UNIVERSITY,MDOT WILLIAMSTON,03/15/11,3447,3906,0,337310,      11.317000000000000
"MULTIPOINT (-83.015200699397553 42.675778295953762)",2878,South M-53 - Mile 21.0,M-53,S,Reverse,      21.000000000000000,,SHELBY TWP,MACOMB,MACOMB-ST.CLAIR,METRO,CRC MACOMB,03/30/11,422,881,0,813706,       9.222000000000000
"MULTIPOINT (-83.014853118393134 42.675786416038214)",2879,North M-53 - Mile 21.0,M-53,N,Forward,      21.000000000000000,,SHELBY TWP,MACOMB,MACOMB-ST.CLAIR,METRO,CRC MACOMB,03/30/11,389,848,0,4210208,       9.210000000000001
"MULTIPOINT (-82.81867570446056 42.675811877136773)",2880,West I-94 - Mile 243.6,I-94,W,Reverse,     243.599999999999994,,CHESTERFIELD TWP,MACOMB,MACOMB-ST.CLAIR,METRO,CRC MACOMB,04/08/11,921,1380,0,798502,      17.946000000000002
"MULTIPOINT (-84.407538421276428 42.67691065754898)",2881,West I-96 - Mile 111,I-96,W,Reverse,     111.000000000000000,,ALAIEDON TWP,INGHAM,LANSING,UNIVERSITY,MDOT WILLIAMSTON,03/15/11,3448,3907,0,337310,      10.321999999999999
"MULTIPOINT (-84.48637156101411 42.677455748072255)",2882,East I-96 - Mile 107,I-96,E,Forward,     107.000000000000000,,DELHI TWP,INGHAM,LANSING,UNIVERSITY,MDOT WILLIAMSTON,03/31/11,3611,4070,0,337304,       6.278000000000000
"MULTIPOINT (-82.815379748664284 42.67750984762543)",2883,East I-94 - Mile 243.8,I-94,E,Forward,     243.800000000000011,,CHESTERFIELD TWP,MACOMB,MACOMB-ST.CLAIR,METRO,CRC MACOMB,04/08/11,863,1322,0,798501,      18.087000000000000
"MULTIPOINT (-84.466137036178665 42.677780998226751)",2884,East I-96 - Mile 108,I-96,E,Forward,     108.000000000000000,,ALAIEDON TWP,INGHAM,LANSING,UNIVERSITY,MDOT WILLIAMSTON,03/31/11,3612,4071,0,337304,       7.309000000000000
"MULTIPOINT (-82.815717607217024 42.677652897014646)",2885,West I-94 - Mile 243.8,I-94,W,Reverse,     243.800000000000011,,CHESTERFIELD TWP,MACOMB,MACOMB-ST.CLAIR,METRO,CRC MACOMB,04/08/11,920,1379,0,798502,      18.143000000000001
"MULTIPOINT (-84.486546797938047 42.677737319465365)",2886,West I-96 - Mile 107,I-96,W,Reverse,     107.000000000000000,,DELHI TWP,INGHAM,LANSING,UNIVERSITY,MDOT WILLIAMSTON,03/15/11,3452,3911,0,337310,       6.294000000000000
"MULTIPOINT (-84.42681547332144 42.677933237919419)",2887,East I-96 - Mile 110,I-96,E,Forward,     110.000000000000000,,ALAIEDON TWP,INGHAM,LANSING,UNIVERSITY,MDOT WILLIAMSTON,03/15/11,3387,3846,0,337304,       9.311999999999999
"MULTIPOINT (-84.446570646220039 42.678112920601599)",2888,East I-96 - Mile 109,I-96,E,Forward,     109.000000000000000,,ALAIEDON TWP,INGHAM,LANSING,UNIVERSITY,MDOT WILLIAMSTON,03/31/11,3613,4072,0,337304,       8.305000000000000
"MULTIPOINT (-84.466127759587181 42.678038787221126)",2889,West I-96 - Mile 108,I-96,W,Reverse,     108.000000000000000,,ALAIEDON TWP,INGHAM,LANSING,UNIVERSITY,MDOT WILLIAMSTON,03/15/11,3451,3910,0,337310,       7.334000000000000
"MULTIPOINT (-84.426943169922751 42.67819989791748)",2890,West I-96 - Mile 110,I-96,W,Reverse,     110.000000000000000,,ALAIEDON TWP,INGHAM,LANSING,UNIVERSITY,MDOT WILLIAMSTON,03/15/11,3449,3908,0,337310,       9.330000000000000
"MULTIPOINT (-83.241025261912895 42.678364922271165)",2891,North I-75 - Mile 80.0,I-75,N,Forward,      80.000000000000000,,AUBURN HILLS,OAKLAND,OAKLAND,METRO,CRC OAKLAND,04/04/11,579,1038,0,647308,      21.096000000000000
"MULTIPOINT (-84.446659941931131 42.678304541967847)",2892,West I-96 - Mile 109,I-96,W,Reverse,     109.000000000000000,,ALAIEDON TWP,INGHAM,LANSING,UNIVERSITY,MDOT WILLIAMSTON,03/15/11,3450,3909,0,337310,       8.324999999999999
"MULTIPOINT (-83.015315581088529 42.67869184332006)",2893,South M-53 - Mile 21.2,M-53,S,Reverse,      21.199999999999999,,SHELBY TWP,MACOMB,MACOMB-ST.CLAIR,METRO,CRC MACOMB,03/30/11,421,880,0,813706,       9.423000000000000
"MULTIPOINT (-83.241388638978037 42.678744066598007)",2894,South I-75 - Mile 80.0,I-75,S,Reverse,      80.000000000000000,,AUBURN HILLS,OAKLAND,OAKLAND,METRO,CRC OAKLAND,04/04/11,593,1052,0,646106,      21.192000000000000
"MULTIPOINT (-83.014960156732101 42.678767100812337)",2895,North M-53 - Mile 21.2,M-53,N,Forward,      21.199999999999999,,SHELBY TWP,MACOMB,MACOMB-ST.CLAIR,METRO,CRC MACOMB,03/30/11,390,849,0,4210208,       9.416000000000000
"MULTIPOINT (-82.812290221919824 42.679439571627121)",2896,East I-94 - Mile 244.0,I-94,E,Forward,     244.000000000000000,,CHESTERFIELD TWP,MACOMB,MACOMB-ST.CLAIR,METRO,CRC MACOMB,04/08/11,864,1323,0,798501,      18.292999999999999
